1958;52;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;4;37;40;66;70
1958;51;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;19;29;51;64;79
1958;50;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;31;37;53;54;76
1958;49;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;8;57;63;75;77
1958;48;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;1;5;31;34;57
1958;47;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;23;31;42;71;74
1958;46;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;22;25;82;83;87
1958;45;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;30;32;43;53;58
1958;44;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;17;23;29;45;81
1958;43;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;20;36;74;80;90
1958;42;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;4;17;38;67;74
1958;41;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;1;15;35;46;49
1958;40;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;4;9;23;50;83
1958;39;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;9;20;23;56;90
1958;38;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;31;45;65;71;74
1958;37;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;7;23;26;70;88
1958;36;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;10;38;51;67;89
1958;35;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;22;29;64;83;90
1958;34;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;4;14;26;67;74
1958;33;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;3;8;20;21;38
1958;32;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;28;44;48;78;88
1958;31;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;4;36;51;69;72
1958;30;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;15;17;41;56;84
1958;29;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;9;14;21;59;70
1958;28;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;24;58;67;70;84
1958;27;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;6;34;52;82;83
1958;26;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;12;21;55;70;83
1958;25;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;25;82;84;85;88
1958;24;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;14;15;25;56;59
1958;23;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;30;52;56;76;83
1958;22;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;20;21;24;37;71
1958;21;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;7;24;37;44;84
1958;20;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;12;18;38;56;58
1958;19;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;7;15;24;38;43
1958;18;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;42;62;69;78;89
1958;17;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;19;36;43;51;87
1958;16;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;13;49;71;77;80
1958;15;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;16;28;42;44;68
1958;14;;0;0 Ft;0;0 Ft;0;0 Ft;0;0 Ft;22;35;54;64;87
